,url,description,topic,group,method,source,source_type,DS
13,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=GeneralSearch&qid=69&SID=8DL6HUjKqtC2WF3qPtf&page=1&doc=2&cacheurlFromRightClick=no,"he ISAR-Tool (Import Screening for the Anticipation of Food Risks) facilitates a descriptive analysis of the import data of about 2400 different food items imported from 220 countries and an automated analysis of the data for a systematic detection of unexpected changes in import volumes and prices. For the automated approach, time series analyses using SARIMA and ETS models are applied and data points outside the model based 99% prediction intervals are considered as potentially relevant changes.(...) Despite remaining challenges in the performed evaluation process of the automated analysis, the described approach facilitates already at this stage an improved identification of food safety and food fraud hazards and the implementation of more targeted food safety controls, as shown in this paper. Our most prominent example of an identified food fraud and food safety risk was the detection of massive adulterations of hazelnut products with almonds and cashews, which were associated to the observed all-time high in hazelnut prices. Based on our findings, we conclude that the ISAR-Tool and the described analyses of commodity flows and prices can be important elements in the anticipation of risks and enable an enhanced consumer protection.",Compliance and obligations,Compliance,Research search,Web of Science Database,Research,YES
14,https://www-sciencedirect-com.ezproxy.ub.unimaas.nl/science/article/pii/S030643791830214X?via%3Dihub,"Based on this finding, we suggested method to detect customers of fake followers. Our approach is the first attempt to adapt geographical distance to detecting customers of fake followers. Considering that customers are different in terms of geographical distance from legitimate users, we performed the classification to identify customers using the follower distance ratio. We compared our approach to DetectVC and CatchSync, the HITs-based representative algorithms of the fake follower and customer detection, respectively. The results showed that our approach has better performance than the other methods. In conclusion, with a high proportion of accuracy (98.1%), our approach is very effective, and provides practical mechanisms that can be applied as fake customer detection systems.",Fake reviews,Advertising,Research search,Web of Science Database,Research,YES
0,https://www.domaintools.com/products/iris/,,Compliance and obligations,Compliance,Research search,Other,Word of mouth,YES
1,https://www.domaintools.com/products/domain-risk-score/,,Domain registries,Web Evidence & Consumer Forensics,Research search,Other,Word of mouth,YES
2,https://www.domaintools.com/products/phisheye/,,General scam & Pishing,Scam (Online Fraud),Research search,Other,Word of mouth,YES
3,https://www.domaintools.com/products/monitoring/,,Domain registries,Web Evidence & Consumer Forensics,Research search,Other,Word of mouth,YES
4,http://claudette.eui.eu/use-our-tools/index.html,,General terms and conditions,Unfair terms issues,Research search,Other,Word of mouth,YES
5,https://www.ghostery.com,,Behavioural tracking,Advertising,Research search,Other,Word of mouth,YES
6,https://www.ghostery.com/wp-content/themes/ghostery/images/campaigns/tracker-study/Ghostery_Study_-_Tracking_the_Trackers.pdf,,Online trackers,Advertising,Research search,Other,Word of mouth,YES
7,https://www.ftc.gov/system/files/documents/public_comments/2015/09/00011-97593.pdf,,Price discrimination,Price Transparency Issues,Research search,Other,Word of mouth,YES
9,https://github.com/mozilla/OpenWPM,,Online trackers,Advertising,Research search,Other,Word of mouth,YES
11,https://webtransparency.cs.princeton.edu/webcensus/,,Online trackers,Advertising,Research search,Other,Word of mouth,YES
12,https://adverifai.com,,Behavioural tracking,Advertising,Research search,Other,Word of mouth,YES
14,https://github.com/aruneshmathur/dark-patterns,,Dark Patterns,Dark Patterns,Research search,Other,Word of mouth,YES
15,https://www.scamadviser.com,,General scam & Pishing,Scam (Online Fraud),Research search,Other,Word of mouth,YES
16,https://darkpatterns.uxp2.com,,Dark Patterns,Dark Patterns,Research search,Other,Word of mouth,YES
17,http://www.digint.com/en/maldith-computer-assisted-internet-investigations/,agency for investigations,Digital Investigations,Digital Investigations,Research search,Other,Word of mouth,YES
18,https://censoredplanet.org/assets/403forbidden.pdf,detecting geoblocking,Geoblocking,Geoblocking,Research search,Other,Word of mouth,YES
19,http://vendors.r2accelerator.org,regulators database,Compliance and obligations,Compliance,Research search,Other,Word of mouth,YES
20,https://trackthis.link,,Online trackers,Advertising,Research search,Other,Word of mouth,YES
21,http://expressvpn.com/,,VPN,Geoblocking,Research search,Other,Word of mouth,YES
22,https://dmoz-odp.org,,Internet snaps and internet archives,Web Evidence & Consumer Forensics,Research search,Other,Other,YES
23,https://arxiv.org/pdf/1905.13649.pdf,online review fraud detection,General scam & Pishing,Scam (Online Fraud),Research search,Other,Other,YES
24,https://www.andrew.cmu.edu/user/lakoglu/pubs/13-icwsm-fake.pdf,,Fake reviews,Advertising,Research search,Other,Other,YES
25,https://www.watchlist-internet.at/,,Consumer complaints,Consumer complaints,Research search,Other,Other,YES
27,https://www.bbb.org/scamtracker/us/,Tool made by self-regulatory body for consumers to report and track scams,General scam & Pishing,Scam (Online Fraud),Research search,Other,Other,YES
28,http://randomwalker.info/donottrack-archive/,Depends on resource: e.g. Arvind Narayanan maintains a resource on the future of the DoNotTrackUs project; in addition: Electronic Frontier Foundation,Online trackers,Advertising,Research search,Other,Other,YES
29,https://www.crownpeak.com/about/trackermap-request,Resource from paper cited by Rosenberg et al.,Online trackers,Advertising,Research search,Other,Research,YES
31,https://www.spyfu.com/?alt=1,Download Your Competitors' Most Profitable Keywords and Ads For Paid and Organic Search,Domain registries,Web Evidence,Research search,Other,Other,YES
32,https://distill.io,Website change tracking,Domain registries,Web Evidence,Research search,Other,Other,YES
34,https://www.aignes.com,Monitor websites for new content and changes,Webpage snaps,Web Evidence,Research search,Other,Other,YES
35,https://visualping.io/cdlp.html?utm_source=cd&utm_medium=redirtocdlp&utm_campaign=mig1/,We monitor webpages… so you don't have to!,Webpage snaps,Web Evidence,Research search,Other,Other,YES
36,https://chrome.google.com/webstore/detail/reveye-reverse-image-sear/keaaclcjhehbbapnphnmpiklalfhelgf/,Reverse image search,Internet archives,Web Evidence,Research search,Other,Other,YES
0,dnslytics.com,"search for domain, IP, provider",Domain registries,Web Evidence,Questionnaire,sabrina.belamri@dgccrf.finances.gouv.fr,Consumer Agency,YES
1,http://ec.europa.eu/taxation_customs/vies/vieshome.do?locale=en,vat validation,Financial online fraud,Scam (Online Fraud),Questionnaire,sabrina.belamri@dgccrf.finances.gouv.fr,Consumer Agency,YES
2,http://whois.domaintools.com,,Domain registries,Web Evidence,Questionnaire,sabrina.belamri@dgccrf.finances.gouv.fr,Consumer Agency,YES
3,http://www.bodacc.fr/,FR business register for free,Domain registries,Web Evidence,Questionnaire,sabrina.belamri@dgccrf.finances.gouv.fr,Consumer Agency,YES
4,http://www.societe.com/,FR business register for free,Domain registries,Web Evidence,Questionnaire,sabrina.belamri@dgccrf.finances.gouv.fr,Consumer Agency,YES
5,https://nordvpn.com,,VPN,Geoblocking,Questionnaire,riikka.rosendahl@kkv.fi,Consumer Agency,YES
6,https://vico-research.com/,,Digital Investigations,Digital Investigations,Questionnaire,marktwaechter@vzbv.de,Consumer Agency,YES
7,https://www.afnic.fr/fr/produits-et-services/services/whois/,,Domain registries,Web Evidence,Questionnaire,sabrina.belamri@dgccrf.finances.gouv.fr,Consumer Agency,YES
8,https://www.expressvpn.com,,VPN,Geoblocking,Questionnaire,riikka.rosendahl@kkv.fi,Consumer Agency,YES
9,https://www.f-secure.com/en/home/products/freedome,,VPN,Geoblocking,Questionnaire,riikka.rosendahl@kkv.fi,Consumer Agency,YES
10,https://www.ibancalculator.com/,find out the bank of the trader's account,Financial online fraud,Scam (Online Fraud),Questionnaire,sabrina.belamri@dgccrf.finances.gouv.fr,Consumer Agency,YES
11,https://www.infogreffe.fr/recherche-siret-entreprise/chercher-siret-entreprise.html,FR business register for free,Domain registries,Web Evidence,Questionnaire,sabrina.belamri@dgccrf.finances.gouv.fr,Consumer Agency,YES
12,https://www.techsmith.com,Screen/Video capturing tools,Internet snaps and internet archives,Web Evidence,Questionnaire,riikka.rosendahl@kkv.fi,Consumer Agency,YES
13,https://www.whois.net/default.aspx,,Domain registries,Web Evidence,Questionnaire,sabrina.belamri@dgccrf.finances.gouv.fr,Consumer Agency,YES
14,mxtoolbox.com,,Domain registries,Web Evidence,Questionnaire,sabrina.belamri@dgccrf.finances.gouv.fr,Consumer Agency,YES
15,versionista.com,,Internet snaps and internet archives,Web Evidence,Questionnaire,riikka.rosendahl@kkv.fi,Consumer Agency,YES
16,www.bindb.com/bin-database.html,identify the bank linked to a credit card,Financial online fraud,Scam (Online Fraud),Questionnaire,sabrina.belamri@dgccrf.finances.gouv.fr,Consumer Agency,YES
17,www.iana.org/numbers,IP address allocations,Domain registries,Web Evidence,Questionnaire,sabrina.belamri@dgccrf.finances.gouv.fr,Consumer Agency,YES
18,www.numberingplans.com,,Financial online fraud,Scam (Online Fraud),Questionnaire,sabrina.belamri@dgccrf.finances.gouv.fr,Consumer Agency,YES
23,NA,Consumer complaints,Consumer complaints,Consumer complaints,Questionnaire,riikka.rosendahl@kkv.fi,Consumer Agency,YES
29,osirtbrowser.com,,,Web Evidence,Questionnaire,riikka.rosendahl@kkv.fi,Consumer Agency,YES
30,NA,A self-developed tool that helps us collect and secure evidence on the internet.,,Web Evidence,Questionnaire,Sara.Wahlberg@konsumentverket.se,Consumer Agency,YES
31,https://snagit.en.softonic.com/,,,Web Evidence,Questionnaire,Sara.Wahlberg@konsumentverket.se,Consumer Agency,YES
32,http://claudette.eui.eu/,Checking compliance of contractual terms and privacy policies,,Unfair terms issues,Questionnaire,NA; Giovanni.Sartor@eui.eu; Federica.casarosa@gmail.com; marco.lippi@unimore.it; przemyslaw.palka@yale.edu; rossana.ducato@uclouvain.be,Researcher,YES
33,https://pribot.org/,Graphical summary of privacy policy provisions and chat bot answering questions about these provisions,,,Questionnaire,NA; rossana.ducato@uclouvain.be; marco.lippi@unimore.it; przemyslaw.palka@yale.edu,Researcher,YES
34,https://useguard.com/play,"Identifying threats in privacy policies, tracking privacy scandals",,,Questionnaire,NA; rossana.ducato@uclouvain.be,Researcher,YES
35,https://tosdr.org/about.html,Community based assessment and add-on checking fairness of terms,,Unfair terms issues,Questionnaire,NA; rossana.ducato@uclouvain.be,Researcher,YES
39,ghostery.com,Controlling ads and tracking,,,Questionnaire,a.angerer@student.maastrichtuniversity.nl; o.person@student.maastrichtuniversity.nl,Researcher,YES
42,https://www.farsightsecurity.com/solutions/threat-intelligence-team/newly-observed-domains/,"Threat protection from new domains (malware obstruction, phishing protection, spam filtering)",,,Questionnaire,info@farsightsecurity.com,Researcher,YES
43,https://www.farsightsecurity.com/solutions/threat-intelligence-team/dns-changes/,Cybercriminals change DNS records to hijack domains and redirect traffic to malicious websites. The tool helps to monitor this and alert ,,,Questionnaire,info@farsightsecurity.com,Researcher,YES
44,https://usableprivacy.org/static/files/popets-2019-maps.pdf,Check privacy policies and privacy issues of mobile applications,,,Questionnaire,jreidenberg@law.fordham.edu,Researcher,YES
45,https://dseanalyser.pguard-tools.de/,German language privacy policies analysis,,,Questionnaire,marco.lippi@unimore.it,Researcher,YES
